y_random
2390.13
2390.13
2390.13
2390.13
4780.26
4690.39
4690.39
4600.52
4600.52
4600.52
4510.65
4420.78
4420.78
4330.91
4241.04
4241.04
4151.17
4151.17
4151.17
6541.3
6451.43
6361.56
6361.56
6361.56
6271.69
6271.69
6181.82
6181.82
6091.95
6091.95
6091.95
6091.95
6091.95
6091.95
6002.08
6002.08
8392.21
8302.34
8212.47
8212.47
8212.47
8212.47
8122.6
8032.73
8032.73
7942.86
10332.99
10243.12
10243.12
10243.12
12633.25
12543.38
12453.51
12453.51
12453.51
12363.64
14753.77
14663.9
14574.03
14484.16
14394.29
14394.29
14394.29
14394.29
14394.29
14304.42
14304.42
14214.55
14214.55
14124.68
14034.81
13944.94
13944.94
13944.94
13944.94
13944.94
13944.94
13944.94
13944.94
13944.94
13944.94
13944.94
13944.94
13855.07
13855.07
13765.2
13675.33
13675.33
13675.33
13585.46
13495.59
13495.59
13495.59
13495.59
13495.59
13495.59
13495.59
13405.72
15795.85
15705.98
15616.11
18006.24
18006.24
18006.24
17916.37
17826.5
17736.63
17736.63
17646.76
17556.89
17556.89
17467.02
17377.15
17287.28
17287.28
17287.28
17197.41
17197.41
17107.54
17107.54
17107.54
17017.67
17017.67
17017.67
17017.67
16927.8
16837.93
19228.06
19228.06
19138.19
19048.32
19048.32
19048.32
19048.32
19048.32
19048.32
19048.32
18958.45
18958.45
18958.45
18958.45
18868.58
18778.71
18688.84
18598.97
18509.1
18509.1
20899.23
20809.36
20809.36
20809.36
20809.36
20719.49
20719.49
20719.49
20719.49
23109.62
23109.62
23109.62
23109.62
23109.62
23109.62
23019.75
23019.75
22929.88
22929.88
22929.88
22929.88
22840.01
22840.01
22840.01
22840.01
22750.14
22660.27
22660.27
22660.27
22660.27
22570.4
22570.4
22570.4
22570.4
22570.4
22480.53
22390.66
22300.79
22210.92
22210.92
22210.92
22210.92
22210.92
22121.05
22121.05
22031.18
21941.31
21941.31
21941.31
21941.31
21851.44
21851.44
21851.44
21761.57
21761.57
21671.7
21581.83
21491.96
21402.09
21312.22
21222.35
21132.48
21132.48
23522.61
23522.61
23432.74
23342.87
23342.87
23342.87
23253.0
25643.13
25553.26
25553.26
25463.39
25373.52
25283.65
25283.65
25193.78
25193.78
25103.91
25014.04
25014.04
25014.04
24924.17
24834.3
24744.43
24744.43
24654.56
24564.69
24564.69
26954.82
26864.95
26864.95
26864.95
26864.95
26864.95
26775.08
26775.08
26685.21
26595.34
26595.34
26505.47
26505.47
26505.47
26415.6
26325.73
26325.73
26325.73
28715.86
28625.99
28536.12
28446.25
28356.38
28356.38
28356.38
28356.38
28266.51
28176.64
28086.77
28086.77
28086.77
28086.77
28086.77
27996.9
27996.9
27907.03
27907.03
27817.16
27817.16
27727.29
27637.42
27637.42
27547.55
27547.55
27547.55
27457.68
27367.81
27277.94
27188.07
27098.2
29488.33
29398.46
29398.46
31788.59
31698.72
31608.85
31608.85
31608.85
31608.85
31518.98
31518.98
31429.11
31429.11
31429.11
31429.11
31339.24
31249.37
31159.5
31159.5
31069.63
30979.76
30979.76
30979.76
30889.89
30889.89
30800.02
30800.02
30800.02
30800.02
30800.02
30710.15
30710.15
30710.15
30710.15
30710.15
30710.15
30710.15
30620.28
33010.41
32920.54
32830.67
32830.67
32740.8
32650.93
32650.93
32561.06
32471.19
32381.32
34771.45
34771.45
34771.45
34771.45
37161.58
37071.71
37071.71
37071.71
36981.84
36981.84
36891.97
36891.97
36891.97
36891.97
36802.1
36802.1
36802.1
36802.1
36712.23
36712.23
36712.23
36622.36
36622.36
36622.36
36622.36
36532.49
36442.62
36352.75
36352.75
36352.75
36262.88
36173.01
36173.01
36083.14
36083.14
36083.14
36083.14
35993.27
35993.27
35903.4
35813.53
38203.66
38113.79
38023.92
38023.92
40414.05
40324.18
40324.18
40234.31
40144.44
40054.57
39964.7
39874.83
39874.83
39784.96
39784.96
39784.96
39695.09
39605.22
39515.35
39515.35
39425.48
39335.61
39335.61
39335.61
39335.61
39335.61
39245.74
39245.74
39245.74
39155.87
41546.0
41546.0
41546.0
41546.0
41546.0
41546.0
41456.13
41456.13
43846.26
43756.39
43666.52
43666.52
43666.52
43666.52
43666.52
43666.52
43576.65
43576.65
43576.65
43576.65
43486.78
43486.78
43396.91
43307.04
43307.04
43307.04
43217.17
43127.3
43037.43
42947.56
42857.69
42857.69
42857.69
42857.69
42767.82
45157.95
45157.95
45157.95
45068.08
44978.21
44978.21
44978.21
44888.34
44798.47
44708.6
44618.73
44618.73
44618.73
44618.73
44618.73
44618.73
44618.73
44528.86
44528.86
44528.86
44528.86
44528.86
44528.86
44438.99
44438.99
44438.99
44438.99
44349.12
44349.12
44349.12
46739.25
46739.25
46739.25
46739.25
46739.25
46739.25
46649.38
49039.51
49039.51
51429.64
51339.77
51249.9
51249.9
51249.9
51249.9
51160.03
51070.16
51070.16
50980.29
50890.42
50800.55
50800.55
50710.68
50620.81
50620.81
50620.81
50530.94
50441.07
52831.2
52741.33
52651.46
55041.59
55041.59
54951.72
57341.85
57341.85
57341.85
57251.98
57251.98
57251.98
57251.98
57251.98
57251.98
57251.98
57162.11
57162.11
57072.24
59462.37
59462.37
59462.37
59372.5
59282.63
59192.76
59192.76
59192.76
59192.76
59102.89
59013.02
59013.02
59013.02
59013.02
58923.15
58833.28
58743.41
58653.54
58653.54
58563.67
58473.8
58383.93
58383.93
58294.06
58204.19
58114.32
58114.32
58024.45
58024.45
58024.45
57934.58
57844.71
57844.71
57844.71
57844.71
57844.71
57754.84
57664.97
57575.1
57485.23
57485.23
57395.36
57395.36
57305.49
57305.49
57305.49
57305.49
57215.62
57125.75
57125.75
57035.88
57035.88
56946.01
56946.01
56856.14
56766.27
56766.27
56766.27
56766.27
56676.4
56676.4
56676.4
56586.53
56496.66
56406.79
56316.92
56227.05
56137.18
56047.31
56047.31
56047.31
56047.31
55957.44
55867.57
55867.57
55777.7
55777.7
55777.7
55687.83
55597.96
55508.09
55508.09
55508.09
55508.09
55418.22
55418.22
55328.35
55238.48
55148.61
55058.74
54968.87
54879.0
54879.0
54789.13
54699.26
54699.26
54699.26
54609.39
54609.39
54609.39
54519.52
54429.65
54339.78
54339.78
54249.91
54249.91
54249.91
