y_profit
2390.13
4780.26
4690.39
4600.52
4510.65
4420.78
4330.91
4241.04
6631.17
6541.3
6451.43
6361.56
6271.69
6181.82
8571.95
8482.08
10872.21
10782.34
10692.47
13082.6
12992.73
12902.86
12812.99
12723.12
12633.25
15023.38
14933.51
14843.64
17233.77
19623.9
19534.03
19444.16
19354.29
21744.42
21654.55
24044.68
23954.81
23864.94
23775.07
23685.2
26075.33
25985.46
25895.59
25805.72
25715.85
25625.98
25536.11
25446.24
25356.37
27746.5
30136.63
30046.76
29956.89
29867.02
29777.15
29687.28
32077.41
31987.54
31897.67
31807.8
31717.93
31628.06
34018.19
36408.32
36318.45
38708.58
38618.71
38528.84
38438.97
38349.1
40739.23
40649.36
43039.49
42949.62
42859.75
42769.88
42680.01
42590.14
42500.27
42410.4
44800.53
44710.66
47100.79
47010.92
46921.05
46831.18
49221.31
51611.44
51521.57
53911.7
56301.83
56211.96
58602.09
58512.22
60902.35
60812.48
60722.61
60632.74
60542.87
62933.0
62843.13
62753.26
62663.39
62573.52
62483.65
62393.78
62303.91
62214.04
62124.17
62034.3
61944.43
61854.56
61764.69
61674.82
64064.95
63975.08
63885.21
63795.34
66185.47
68575.6
68485.73
70875.86
70785.99
70696.12
70606.25
70516.38
72906.51
72816.64
72726.77
75116.9
75027.03
74937.16
77327.29
77237.42
77147.55
79537.68
79447.81
79357.94
79268.07
79178.2
79088.33
78998.46
78908.59
81298.72
83688.85
83598.98
83509.11
85899.24
85809.37
88199.5
90589.63
90499.76
90409.89
90320.02
92710.15
92620.28
95010.41
97400.54
97310.67
97220.8
97130.93
97041.06
99431.19
99341.32
101731.45
101641.58
104031.71
106421.84
106331.97
106242.1
106152.23
106062.36
108452.49
108362.62
110752.75
110662.88
110573.01
112963.14
115353.27
117743.4
117653.53
117563.66
117473.79
117383.92
117294.05
117204.18
117114.31
117024.44
116934.57
116844.7
116754.83
116664.96
119055.09
121445.22
121355.35
121265.48
123655.61
126045.74
125955.87
125866.0
128256.13
128166.26
128076.39
130466.52
130376.65
130286.78
132676.91
132587.04
132497.17
132407.3
132317.43
132227.56
134617.69
134527.82
134437.95
134348.08
136738.21
136648.34
139038.47
141428.6
143818.73
146208.86
148598.99
148509.12
148419.25
148329.38
148239.51
148149.64
148059.77
147969.9
147880.03
147790.16
150180.29
150090.42
152480.55
154870.68
157260.81
159650.94
162041.07
161951.2
161861.33
164251.46
166641.59
166551.72
168941.85
168851.98
168762.11
171152.24
171062.37
170972.5
170882.63
170792.76
173182.89
173093.02
173003.15
172913.28
172823.41
175213.54
175123.67
175033.8
174943.93
174854.06
174764.19
177154.32
177064.45
176974.58
176884.71
176794.84
176704.97
179095.1
179005.23
178915.36
178825.49
178735.62
178645.75
178555.88
178466.01
178376.14
178286.27
178196.4
178106.53
180496.66
180406.79
182796.92
182707.05
182617.18
182527.31
182437.44
184827.57
184737.7
184647.83
184557.96
186948.09
186858.22
186768.35
186678.48
186588.61
188978.74
188888.87
191279.0
191189.13
191099.26
191009.39
190919.52
190829.65
190739.78
190649.91
190560.04
190470.17
190380.3
190290.43
190200.56
190110.69
190020.82
189930.95
189841.08
189751.21
189661.34
189571.47
191961.6
194351.73
194261.86
196651.99
196562.12
196472.25
198862.38
198772.51
201162.64
203552.77
203462.9
203373.03
205763.16
208153.29
208063.42
207973.55
207883.68
210273.81
212663.94
212574.07
214964.2
214874.33
214784.46
214694.59
214604.72
214514.85
214424.98
216815.11
216725.24
219115.37
219025.5
221415.63
221325.76
221235.89
221146.02
221056.15
220966.28
220876.41
220786.54
220696.67
220606.8
220516.93
220427.06
222817.19
225207.32
225117.45
225027.58
224937.71
224847.84
227237.97
227148.1
227058.23
229448.36
229358.49
229268.62
229178.75
231568.88
231479.01
233869.14
236259.27
236169.4
236079.53
238469.66
238379.79
240769.92
240680.05
240590.18
240500.31
242890.44
245280.57
247670.7
247580.83
247490.96
247401.09
249791.22
249701.35
249611.48
249521.61
251911.74
251821.87
251732.0
251642.13
254032.26
253942.39
253852.52
256242.65
256152.78
258542.91
258453.04
258363.17
258273.3
260663.43
263053.56
265443.69
267833.82
270223.95
270134.08
270044.21
269954.34
269864.47
269774.6
269684.73
269594.86
269504.99
271895.12
271805.25
271715.38
271625.51
271535.64
271445.77
271355.9
271266.03
271176.16
271086.29
270996.42
270906.55
270816.68
270726.81
270636.94
270547.07
272937.2
275327.33
275237.46
275147.59
275057.72
274967.85
274877.98
274788.11
274698.24
274608.37
274518.5
274428.63
274338.76
276728.89
279119.02
279029.15
278939.28
278849.41
278759.54
278669.67
278579.8
278489.93
278400.06
278310.19
278220.32
280610.45
283000.58
282910.71
285300.84
285210.97
285121.1
285031.23
284941.36
284851.49
284761.62
284671.75
284581.88
284492.01
284402.14
286792.27
289182.4
289092.53
289002.66
291392.79
291302.92
291213.05
291123.18
291033.31
293423.44
293333.57
293243.7
293153.83
293063.96
295454.09
295364.22
295274.35
295184.48
295094.61
295004.74
294914.87
294825.0
294735.13
294645.26
294555.39
294465.52
294375.65
296765.78
296675.91
299066.04
301456.17
303846.3
306236.43
306146.56
308536.69
308446.82
308356.95
308267.08
308177.21
308087.34
307997.47
307907.6
307817.73
310207.86
310117.99
310028.12
309938.25
309848.38
312238.51
314628.64
314538.77
314448.9
314359.03
314269.16
316659.29
316569.42
316479.55
318869.68
321259.81
321169.94
321080.07
320990.2
323380.33
325770.46
325680.59
325590.72
325500.85
325410.98
327801.11
327711.24
327621.37
330011.5
329921.63
329831.76
332221.89
332132.02
332042.15
331952.28
331862.41
331772.54
334162.67
336552.8
336462.93
336373.06
338763.19
338673.32
338583.45
338493.58
340883.71
343273.84
345663.97
348054.1
347964.23
347874.36
347784.49
347694.62
350084.75
349994.88
349905.01
349815.14
349725.27
349635.4
352025.53
351935.66
354325.79
354235.92
354146.05
356536.18
356446.31
356356.44
356266.57
358656.7
358566.83
360956.96
360867.09
360777.22
360687.35
360597.48
360507.61
360417.74
360327.87
362718.0
362628.13
365018.26
364928.39
367318.52
369708.65
369618.78
369528.91
369439.04
369349.17
369259.3
369169.43
369079.56
371469.69
371379.82
371289.95
371200.08
373590.21
375980.34
378370.47
380760.6
380670.73
383060.86
382970.99
382881.12
382791.25
382701.38
385091.51
387481.64
387391.77
387301.9
389692.03
392082.16
391992.29
391902.42
391812.55
391722.68
394112.81
394022.94
393933.07
393843.2
393753.33
396143.46
396053.59
395963.72
395873.85
395783.98
398174.11
400564.24
400474.37
400384.5
400294.63
400204.76
402594.89
402505.02
404895.15
404805.28
407195.41
407105.54
407015.67
409405.8
409315.93
409226.06
409136.19
409046.32
408956.45
408866.58
408776.71
408686.84
408596.97
408507.1
408417.23
408327.36
408237.49
408147.62
408057.75
410447.88
410358.01
412748.14
412658.27
415048.4
417438.53
417348.66
419738.79
419648.92
422039.05
421949.18
421859.31
421769.44
424159.57
424069.7
426459.83
426369.96
426280.09
426190.22
426100.35
426010.48
428400.61
430790.74
430700.87
433091.0
433001.13
435391.26
435301.39
437691.52
437601.65
437511.78
437421.91
437332.04
437242.17
437152.3
439542.43
439452.56
441842.69
444232.82
444142.95
446533.08
446443.21
448833.34
448743.47
448653.6
448563.73
448473.86
450863.99
450774.12
450684.25
450594.38
450504.51
450414.64
450324.77
452714.9
452625.03
455015.16
457405.29
457315.42
457225.55
457135.68
457045.81
456955.94
456866.07
456776.2
459166.33
461556.46
461466.59
461376.72
461286.85
461196.98
461107.11
461017.24
460927.37
460837.5
460747.63
463137.76
463047.89
462958.02
462868.15
462778.28
462688.41
462598.54
464988.67
464898.8
467288.93
469679.06
469589.19
471979.32
471889.45
471799.58
471709.71
471619.84
474009.97
476400.1
476310.23
476220.36
476130.49
476040.62
478430.75
478340.88
478251.01
478161.14
478071.27
480461.4
480371.53
480281.66
480191.79
480101.92
480012.05
479922.18
479832.31
479742.44
479652.57
479562.7
479472.83
479382.96
479293.09
479203.22
481593.35
481503.48
483893.61
483803.74
483713.87
483624.0
483534.13
483444.26
483354.39
485744.52
485654.65
485564.78
485474.91
485385.04
485295.17
487685.3
487595.43
489985.56
492375.69
494765.82
494675.95
494586.08
496976.21
496886.34
496796.47
499186.6
499096.73
499006.86
498916.99
498827.12
498737.25
501127.38
501037.51
500947.64
500857.77
500767.9
503158.03
505548.16
505458.29
505368.42
507758.55
507668.68
510058.81
509968.94
509879.07
509789.2
512179.33
512089.46
514479.59
514389.72
516779.85
516689.98
519080.11
521470.24
521380.37
523770.5
526160.63
528550.76
528460.89
530851.02
533241.15
533151.28
533061.41
535451.54
535361.67
535271.8
535181.93
537572.06
539962.19
542352.32
544742.45
544652.58
544562.71
546952.84
546862.97
546773.1
546683.23
546593.36
546503.49
548893.62
548803.75
551193.88
553584.01
553494.14
553404.27
553314.4
553224.53
553134.66
553044.79
552954.92
552865.05
555255.18
555165.31
555075.44
554985.57
554895.7
557285.83
557195.96
557106.09
557016.22
559406.35
559316.48
559226.61
559136.74
561526.87
561437.0
561347.13
563737.26
563647.39
563557.52
563467.65
563377.78
565767.91
565678.04
565588.17
565498.3
565408.43
565318.56
565228.69
567618.82
567528.95
567439.08
567349.21
567259.34
567169.47
569559.6
569469.73
569379.86
571769.99
571680.12
571590.25
571500.38
571410.51
573800.64
576190.77
576100.9
578491.03
578401.16
578311.29
578221.42
578131.55
580521.68
582911.81
582821.94
582732.07
582642.2
582552.33
584942.46
584852.59
587242.72
587152.85
587062.98
589453.11
589363.24
589273.37
591663.5
591573.63
591483.76
591393.89
593784.02
593694.15
593604.28
593514.41
595904.54
598294.67
600684.8
600594.93
600505.06
602895.19
605285.32
605195.45
607585.58
609975.71
612365.84
612275.97
612186.1
612096.23
612006.36
611916.49
614306.62
614216.75
614126.88
614037.01
613947.14
616337.27
618727.4
618637.53
